No,Surname,Other Names,County Code,County Name,Constituency Code,Constituency Name,Party Code,Political Party Name,Abbrv,Notes
1128,Mutai,Dominic Kipkirui,35,Kericho,192,Belgut,54,Chama Cha Mashinani,CCM,
1129,Raymond,Cheruiyot,35,Kericho,192,Belgut,33,Kenya African National Union,KANU,
1130,Kemei,Justice Kipsang,35,Kericho,193,Sigowet/Soin,27,Jubilee Party,JP,
1131,Keter,Sammy Kipkoech,35,Kericho,193,Sigowet/Soin,33,Kenya African National Union,KANU,
1132,Koros,Benard Kipsengeret,35,Kericho,193,Sigowet/Soin,IND,Independent,IND,
1133,Ngetich,Jack,35,Kericho,193,Sigowet/Soin,67,Maendeleo Chap Chap Party,MCCP,
1134,Rogony,Kiprotich,35,Kericho,193,Sigowet/Soin,54,Chama Cha Mashinani,CCM,
1135,Soy,Wilson Kiptanui,35,Kericho,193,Sigowet/Soin,IND,Independent,IND,
1136,Too,Enock Kiplangat,35,Kericho,193,Sigowet/Soin,12,Wiper Democratic Movement - Kenya,WDM-K,
1137,Elly,Kiplangat Koskei,36,Bomet,194,Sotik,IND,Independent,IND,
1138,Kimeto,Paul Kipsigei,36,Bomet,194,Sotik,54,Chama Cha Mashinani,CCM,
1139,Kipkirui,Sigilai Benard,36,Bomet,194,Sotik,IND,Independent,IND,
1140,Kiprotich,Philip,36,Bomet,194,Sotik,33,Kenya African National Union,KANU,
1141,Kirui,Vincent,36,Bomet,194,Sotik,IND,Independent,IND,
1142,Koskei,Dominic Kipkoech,36,Bomet,194,Sotik,27,Jubilee Party,JP,
1143,Sigei,Francis Kipyegon Arap Kipyegon,36,Bomet,194,Sotik,IND,Independent,IND,
1144,Soi,Andrew Kipkemoi,36,Bomet,194,Sotik,2,The National Vision Party,NVP,
1145,Benard,Kimutai Rotich,36,Bomet,195,Chepalungu,IND,Independent,IND,
1146,Bii,Paul Kipchirchi,36,Bomet,195,Chepalungu,27,Jubilee Party,JP,
1147,Cherotich,Caroline Ruto,36,Bomet,195,Chepalungu,IND,Independent,IND,
1148,Cheruiyot,Kipkoech Evans,36,Bomet,195,Chepalungu,68,Democratic Congress,DC,
1149,Kirui,Anderson Kiprotich,36,Bomet,195,Chepalungu,IND,Independent,IND,
1150,Koske,Gideon Kimutai,36,Bomet,195,Chepalungu,54,Chama Cha Mashinani,CCM,
1151,Bett,Bernard Kipkirui,36,Bomet,196,Bomet East,IND,Independent,IND,
1152,Kenneth,Rotich Kiprono,36,Bomet,196,Bomet East,IND,Independent,IND,
1153,Kerich,Nicholus,36,Bomet,196,Bomet East,IND,Independent,IND,
1154,Kipkemoi,Benjamin Sigey,36,Bomet,196,Bomet East,33,Kenya African National Union,KANU,
1155,Kones,Beatrice Pauline Cherono,36,Bomet,196,Bomet East,27,Jubilee Party,JP,
1156,Kones,Kipngetich Kalya,36,Bomet,196,Bomet East,54,Chama Cha Mashinani,CCM,
1157,Langat,Chemutai Abigael,36,Bomet,196,Bomet East,67,Maendeleo Chap Chap Party,MCCP,
1158,Rotich,Amos Kipngeno,36,Bomet,196,Bomet East,IND,Independent,IND,
1159,Sigilai,Kipkoech Stephen,36,Bomet,196,Bomet East,IND,Independent,IND,
1160,Kirui,Alvin Kibet,36,Bomet,197,Bomet Central,33,Kenya African National Union,KANU,
1161,Kirui,Dancel Kipngeno,36,Bomet,197,Bomet Central,54,Chama Cha Mashinani,CCM,
1162,Logos,Jotham Kiprotich,36,Bomet,197,Bomet Central,IND,Independent,IND,
1163,Ngeno,Joseph Kipruto,36,Bomet,197,Bomet Central,IND,Independent,IND,
1164,Tonui,Ronald Kiprotich,36,Bomet,197,Bomet Central,27,Jubilee Party,JP,
1165,Koech,Sammy Cheruiyot,36,Bomet,198,Konoin,IND,Independent,IND,
1166,Korir,Cosmas Kipng'etich,36,Bomet,198,Konoin,54,Chama Cha Mashinani,CCM,
1167,Koske,Joseph Kiplangat,36,Bomet,198,Konoin,21,Orange Democratic Movement,ODM,
1168,Leonard,Yegon Brighton,36,Bomet,198,Konoin,27,Jubilee Party,JP,
1169,Rop,Joel Kiprono A,36,Bomet,198,Konoin,IND,Independent,IND,
1170,Towett,Joel Kibet,36,Bomet,198,Konoin,33,Kenya African National Union,KANU,
1171,Angatia,Ayub Savula,37,Kakamega,199,Lugari,62,Amani National Congress,ANC,
1172,Kinzi,Joab Malea,37,Kakamega,199,Lugari,27,Jubilee Party,JP,
1173,Liluma,Wycliffee Godia,37,Kakamega,199,Lugari,3,The Labour Party of Kenya,LPK,
1174,Lunani,Joseph Karungani,37,Kakamega,199,Lugari,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1175,Nabii,Nabwera Daraja,37,Kakamega,199,Lugari,21,Orange Democratic Movement,ODM,
1176,Welangai,Charles Khakame,37,Kakamega,199,Lugari,64,United Democratic Party,UDP,
1177,Keya,Sellah Kadasi,37,Kakamega,200,Likuyani,33,Kenya African National Union,KANU,
1178,Kibunguchy,Enoch Wamalwa,37,Kakamega,200,Likuyani,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1179,Libiso,Kent John Opoti,37,Kakamega,200,Likuyani,IND,Independent,IND,
1180,Luseno,Charles Avugwi,37,Kakamega,200,Likuyani,IND,Independent,IND,
1181,M'masi,Daniel,37,Kakamega,200,Likuyani,64,United Democratic Party,UDP,
1182,Muhindi,Sadat Macharia,37,Kakamega,200,Likuyani,IND,Independent,IND,
1183,Mungui,Magellan Otanga,37,Kakamega,200,Likuyani,IND,Independent,IND,
1184,Nabiswa,Johannes Waswa,37,Kakamega,200,Likuyani,41,United Democratic Movement,UDM,
1185,Okoth,Jerome Ogola,37,Kakamega,200,Likuyani,IND,Independent,IND,
1186,Stephen,Kisaka,37,Kakamega,200,Likuyani,27,Jubilee Party,JP,
1187,Taracha,Evans Nabwera,37,Kakamega,200,Likuyani,62,Amani National Congress,ANC,
1188,Wafula,Deberious Sikuku,37,Kakamega,200,Likuyani,21,Orange Democratic Movement,ODM,
1189,Injendi,Moses Malulu,37,Kakamega,201,Malava,27,Jubilee Party,JP,
1190,Khasavuli,Alfred Nathan Saidi,37,Kakamega,201,Malava,21,Orange Democratic Movement,ODM,
1191,Khwatenge,John Nyongesa,37,Kakamega,201,Malava,IND,Independent,IND,
1192,Lubisia,Zebedayo Baranaba,37,Kakamega,201,Malava,25,Progressive Party of Kenya,PPOK,
1193,Manyasi,Joab Burudi,37,Kakamega,201,Malava,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1194,Masinde,Bonface Wanyama,37,Kakamega,201,Malava,64,United Democratic Party,UDP,
1195,Matsanza,John Juma,37,Kakamega,201,Malava,IND,Independent,IND,
1196,Mikisi,Dominic Wanyonyi,37,Kakamega,201,Malava,41,United Democratic Movement,UDM,
1197,Mulagoli,Isaac Juma Wambulwa,37,Kakamega,201,Malava,IND,Independent,IND,
1198,Shaviya,Isaac Mudogo,37,Kakamega,201,Malava,62,Amani National Congress,ANC,
1199,Shimaka,John,37,Kakamega,201,Malava,12,Wiper Democratic Movement - Kenya,WDM-K,
1200,Bhai,Patel Prabhakar Ishver,37,Kakamega,202,Lurambi,71,National Liberal Party,NLP,
1201,Keya,Atanas Manyala,37,Kakamega,202,Lurambi,27,Jubilee Party,JP,
1202,Khainga,Stanley Ominde,37,Kakamega,202,Lurambi,21,Orange Democratic Movement,ODM,
1203,Lishenga,Maurice Mitekho,37,Kakamega,202,Lurambi,64,United Democratic Party,UDP,
1204,Mukhwana,Titus Khamala,37,Kakamega,202,Lurambi,62,Amani National Congress,ANC,
1205,Munzala,Reuben Parkinbum Ashiono,37,Kakamega,202,Lurambi,33,Kenya African National Union,KANU,
1206,Mutende,Alex Nandwa,37,Kakamega,202,Lurambi,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1207,Namale,Zephaniah Opati,37,Kakamega,202,Lurambi,51,National Party of Kenya,NPK,
1208,Karakacha,Livingstone Wawire,37,Kakamega,203,Navakholo,IND,Independent,IND,
1209,Mayende,Leonard,37,Kakamega,203,Navakholo,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1210,Nanjakululu,Jacob Wasai,37,Kakamega,203,Navakholo,IND,Independent,IND,
1211,Ndombi,Lawrence Simbauni,37,Kakamega,203,Navakholo,62,Amani National Congress,ANC,
1212,Omukanda,Joseph Amisi,37,Kakamega,203,Navakholo,28,Maendeleo Democratic Party,MDP,
1213,Udoto,Vance Paul,37,Kakamega,203,Navakholo,21,Orange Democratic Movement,ODM,
1214,Wakhisi,Ladan Bitonye,37,Kakamega,203,Navakholo,64,United Democratic Party,UDP,
1215,Wangwe,Emmanuel,37,Kakamega,203,Navakholo,27,Jubilee Party,JP,
1216,Wekesa,Dr-moni,37,Kakamega,203,Navakholo,IND,Independent,IND,
1217,Fadamulla,Festo Mukolwe,37,Kakamega,204,Mumias West,62,Amani National Congress,ANC,
1218,Karani,Eliud Khunga,37,Kakamega,204,Mumias West,3,The Labour Party of Kenya,LPK,
1219,Mohamed,Rashid Echesa,37,Kakamega,204,Mumias West,27,Jubilee Party,JP,
1220,Mohammed,Mukhwana,37,Kakamega,204,Mumias West,64,United Democratic Party,UDP,
1221,Naicca,Johnson Manya,37,Kakamega,204,Mumias West,21,Orange Democratic Movement,ODM,
1222,Odongo,Julius Makokha,37,Kakamega,204,Mumias West,IND,Independent,IND,
1223,Amulundu,Maurice Kalande,37,Kakamega,205,Mumias East,IND,Independent,IND,
1224,David,Wamatsi Omusotsi,37,Kakamega,205,Mumias East,62,Amani National Congress,ANC,
1225,Lubanga,Kennedy Nabuko,37,Kakamega,205,Mumias East,IND,Independent,IND,
1226,Mutobera,Justin Makari,37,Kakamega,205,Mumias East,21,Orange Democratic Movement,ODM,
1227,Rapando,James Musungu,37,Kakamega,205,Mumias East,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1228,Salasya,Peter Kalerwa,37,Kakamega,205,Mumias East,IND,Independent,IND,
1229,Washiali,Benjamin Jomo,37,Kakamega,205,Mumias East,27,Jubilee Party,JP,
1230,Washika,Rodgers Were,37,Kakamega,205,Mumias East,64,United Democratic Party,UDP,
1231,Achayo,Paul Agutu,37,Kakamega,206,Matungu,21,Orange Democratic Movement,ODM,
1232,Abwora,Paul Posh,37,Kakamega,206,Matungu,IND,Independent,IND,
1233,Faida,Godfrey Ouma,37,Kakamega,206,Matungu,IND,Independent,IND,
1234,Makokha,Justus  Murunga,37,Kakamega,206,Matungu,62,Amani National Congress,ANC,
1235,Nabulindo,Peter Oscar,37,Kakamega,206,Matungu,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1236,Were,David Aoko,37,Kakamega,206,Matungu,27,Jubilee Party,JP,
1237,Anyanga,Andrew Toboso,37,Kakamega,207,Butere,IND,Independent,IND,
1238,Bushuru,Habil Nanjendo,37,Kakamega,207,Butere,21,Orange Democratic Movement,ODM,
1239,Hasira,Julius  Matendechere,37,Kakamega,207,Butere,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1240,Mufuayia,David Achero,37,Kakamega,207,Butere,64,United Democratic Party,UDP,
1241,Mukolwe,John Ninja,37,Kakamega,207,Butere,IND,Independent,IND,
1242,Mwale,Nicholas  Scott Tindi,37,Kakamega,207,Butere,62,Amani National Congress,ANC,
1243,Shisia,Fredrick Aswani,37,Kakamega,207,Butere,28,Maendeleo Democratic Party,MDP,
1244,Andama,Benjamin Ogunyo,37,Kakamega,208,Khwisero,21,Orange Democratic Movement,ODM,
1245,Andayi,Benjamin Andola,37,Kakamega,208,Khwisero,IND,Independent,IND,
1246,Asira,Franklin Olumasai,37,Kakamega,208,Khwisero,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1247,Opembe,Patrick Nandera,37,Kakamega,208,Khwisero,27,Jubilee Party,JP,
1248,Wangaya,Christopher Aseka,37,Kakamega,208,Khwisero,62,Amani National Congress,ANC,
1249,Amutavy,Babetuu Inyamah Lusaala,37,Kakamega,209,Shinyalu,27,Jubilee Party,JP,
1250,Anami,Lisamula Silverse,37,Kakamega,209,Shinyalu,IND,Independent,IND,
1251,Kamuneko,Patrick Chungani,37,Kakamega,209,Shinyalu,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1252,M'mbaya,Justus Gesito Mugali,37,Kakamega,209,Shinyalu,21,Orange Democratic Movement,ODM,
1253,Meja,Adrian Mambili,37,Kakamega,209,Shinyalu,62,Amani National Congress,ANC,
1254,Muteshi,George Muruli,37,Kakamega,209,Shinyalu,IND,Independent,IND,
1255,Nahonzo,Richard Muchesia,37,Kakamega,209,Shinyalu,2,The National Vision Party,NVP,
1256,Khamisi,Butichi Ramadhani,37,Kakamega,210,Ikolomani,62,Amani National Congress,ANC,
1257,Mbapale,David Liyayi,37,Kakamega,210,Ikolomani,IND,Independent,IND,
1258,Mukhono,Vincent,37,Kakamega,210,Ikolomani,21,Orange Democratic Movement,ODM,
1259,Musindi,David Muyonga,37,Kakamega,210,Ikolomani,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1260,Mwilitsa,Albert Stanslous,37,Kakamega,210,Ikolomani,28,Maendeleo Democratic Party,MDP,
1261,Shinali,Benard Masaka,37,Kakamega,210,Ikolomani,27,Jubilee Party,JP,
1262,Gwadoya,Wilberforce Kitiezo,38,Vihiga,211,Vihiga,IND,Independent,IND,
1263,Kedogo,Dorcas Luvalitsa,38,Vihiga,211,Vihiga,21,Orange Democratic Movement,ODM,
1264,Kisia,Tom Onacha,38,Vihiga,211,Vihiga,25,Progressive Party of Kenya,PPOK,
1265,Kivai,Ernest Ogesi,38,Vihiga,211,Vihiga,62,Amani National Congress,ANC,
1266,Magomere,Hudson Omenda,38,Vihiga,211,Vihiga,IND,Independent,IND,
1267,Mudanya,Sammy Jentruo,38,Vihiga,211,Vihiga,33,Kenya African National Union,KANU,
1268,Nyabuto,Emily,38,Vihiga,211,Vihiga,27,Jubilee Party,JP,
1269,Samoyo,Wilson Jerald,38,Vihiga,211,Vihiga,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1270,Shogobe,Zubeir Ubwoyele,38,Vihiga,211,Vihiga,IND,Independent,IND,
1271,Sungudi,Evans Kidambu,38,Vihiga,211,Vihiga,64,United Democratic Party,UDP,
1272,Ajega,Dennis Munyasa,38,Vihiga,212,Sabatia,21,Orange Democratic Movement,ODM,
1273,Edebe,Wellington Musalia,38,Vihiga,212,Sabatia,64,United Democratic Party,UDP,
1274,Hinga,Newton  Owen Kamadi,38,Vihiga,212,Sabatia,IND,Independent,IND,
1275,Lwenya,Francis Indagasi,38,Vihiga,212,Sabatia,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1276,Majani,Charles,38,Vihiga,212,Sabatia,27,Jubilee Party,JP,
1277,Masadia,Alfred Agoi,38,Vihiga,212,Sabatia,62,Amani National Congress,ANC,
1278,Mulamba,Aggrey Nyaleso,38,Vihiga,212,Sabatia,25,Progressive Party of Kenya,PPOK,
1279,Mwenesi,Janet Midecha,38,Vihiga,212,Sabatia,33,Kenya African National Union,KANU,
1280,Agesa,Martin Shepherd,38,Vihiga,213,Hamisi,27,Jubilee Party,JP,
1281,Agosa,Peter Livondo,38,Vihiga,213,Hamisi,2,The National Vision Party,NVP,
1282,Aluda,Stanley K,38,Vihiga,213,Hamisi,IND,Independent,IND,
1283,Amutavi,Nicholas  Shivaji Mboya,38,Vihiga,213,Hamisi,49,Federal Party of Kenya,FPK,
1284,Andolo,Daniel Ingati,38,Vihiga,213,Hamisi,10,Mazingira Greens Party of Kenya,MGPK,
1285,Gimose,Charles Gumini,38,Vihiga,213,Hamisi,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1286,Harun,Nelson  Muturi Dumbeyia,38,Vihiga,213,Hamisi,62,Amani National Congress,ANC,
1287,Kigaro,Paul,38,Vihiga,213,Hamisi,25,Progressive Party of Kenya,PPOK,
1288,M'maitsi,Vincent Sakwa,38,Vihiga,213,Hamisi,64,United Democratic Party,UDP,
1289,Mugala,Emmanuel,38,Vihiga,213,Hamisi,17,Agano Party,AGANO,
1290,Ogeto,Nelson,38,Vihiga,213,Hamisi,IND,Independent,IND,
1291,Savwa,Duncan Odemu,38,Vihiga,213,Hamisi,21,Orange Democratic Movement,ODM,
1292,Alwaka,Tom Oscar,38,Vihiga,214,Luanda,IND,Independent,IND,
1293,Apungu,Arthur Kibira,38,Vihiga,214,Luanda,62,Amani National Congress,ANC,
1294,Atemo,Dishon Opulu,38,Vihiga,214,Luanda,64,United Democratic Party,UDP,
1295,Atetwe,George Dicks,38,Vihiga,214,Luanda,27,Jubilee Party,JP,
1296,Obbuyi,Albert,38,Vihiga,214,Luanda,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1297,Omulele,Christopher,38,Vihiga,214,Luanda,21,Orange Democratic Movement,ODM,
1298,Echoka,Mark Paul,38,Vihiga,215,Emuhaya,21,Orange Democratic Movement,ODM,
1299,Inyani,Solomon Lumumba,38,Vihiga,215,Emuhaya,28,Maendeleo Democratic Party,MDP,
1300,Johnstone,Asienga Ebole,38,Vihiga,215,Emuhaya,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1301,Milemba,Jeremiah Omboko,38,Vihiga,215,Emuhaya,62,Amani National Congress,ANC,
1302,Ngonga,Caleb Ingolo,38,Vihiga,215,Emuhaya,27,Jubilee Party,JP,
1303,Nyamanga,Stephen Attalo,38,Vihiga,215,Emuhaya,IND,Independent,IND,
1304,Opapa,Asienwa Bigood,38,Vihiga,215,Emuhaya,64,United Democratic Party,UDP,
1305,Opati,Grace Nasimiyu Khisa Webi,38,Vihiga,215,Emuhaya,25,Progressive Party of Kenya,PPOK,
1306,Sande,Charles Anunda,38,Vihiga,215,Emuhaya,77,Justice and Freedom Party,JFP,
1307,Wilson,Mulei Marotse,38,Vihiga,215,Emuhaya,IND,Independent,IND,
1308,Chenimo,Ronald Wilson,39,Bungoma,216,Mt. Elgon,IND,Independent,IND,
1309,Chesebe,Fred Kapondi,39,Bungoma,216,Mt. Elgon,27,Jubilee Party,JP,
1310,Kachuwai,Harry Kimtai,39,Bungoma,216,Mt. Elgon,IND,Independent,IND,
1311,Kibet,Peter Kibarak,39,Bungoma,216,Mt. Elgon,2,The National Vision Party,NVP,
1312,Kimkung,Joseph Naibei,39,Bungoma,216,Mt. Elgon,33,Kenya African National Union,KANU,
1313,Mukhooli,John Khaukha,39,Bungoma,216,Mt. Elgon,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1314,Naibei,Ben Aramisi,39,Bungoma,216,Mt. Elgon,21,Orange Democratic Movement,ODM,
1315,Naibei,Faustine Kipkech,39,Bungoma,216,Mt. Elgon,IND,Independent,IND,
1316,Ndiema,Geondyson Kiano,39,Bungoma,216,Mt. Elgon,IND,Independent,IND,
1317,Peter,Kibet Sirai,39,Bungoma,216,Mt. Elgon,64,United Democratic Party,UDP,
1318,Rotich,Teresa Chemutai,39,Bungoma,216,Mt. Elgon,54,Chama Cha Mashinani,CCM,
1319,Sakong,Patrick Kirui,39,Bungoma,216,Mt. Elgon,22,Peoples Party of Kenya,PPK,
1320,Serut,John Bomett,39,Bungoma,216,Mt. Elgon,IND,Independent,IND,
1321,Simeno,Isaac Salach,39,Bungoma,216,Mt. Elgon,32,Social Democratic Party of Kenya,SDP,
1322,Wafula,Richard Wekesa,39,Bungoma,216,Mt. Elgon,49,Federal Party of Kenya,FPK,
1323,Koyi,John  Waluke,39,Bungoma,217,Sirisia,27,Jubilee Party,JP,
1324,Lukhale,Sadique,39,Bungoma,217,Sirisia,34,Safina,SAFINA,
1325,Nyongesa,Jonathan Namulala,39,Bungoma,217,Sirisia,IND,Independent,IND,
1326,Simiyu,Levi Makali,39,Bungoma,217,Sirisia,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1327,Wanjala,Nandalwe Moses,39,Bungoma,217,Sirisia,21,Orange Democratic Movement,ODM,
1328,Wataka,Joseph Wangusi,39,Bungoma,217,Sirisia,62,Amani National Congress,ANC,
1329,Barasa,Stephen Wafula,39,Bungoma,218,Kabuchai,28,Maendeleo Democratic Party,MDP,
1330,Mukwe,James Lusweti,39,Bungoma,218,Kabuchai,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1331,Nabangi,Edward Tale,39,Bungoma,218,Kabuchai,IND,Independent,IND,
1332,Otoa,Moses Sudi,39,Bungoma,218,Kabuchai,21,Orange Democratic Movement,ODM,
1333,Simiyu,Majimbo Kalasinga Joseph Wekesa,39,Bungoma,218,Kabuchai,27,Jubilee Party,JP,
1334,Songwa,Chrispinus Juma,39,Bungoma,218,Kabuchai,5,Chama Mwangaza Daima,CMD,
1335,Waliaula,Rodgers Nalianya,39,Bungoma,218,Kabuchai,62,Amani National Congress,ANC,
1336,Barasa,Martin Nyongesa,39,Bungoma,219,Bumula,IND,Independent,IND,
1337,Bifwoli,Sylvester Wakoli,39,Bungoma,219,Bumula,64,United Democratic Party,UDP,
1338,Luketelo,Augustine Kundu,39,Bungoma,219,Bumula,62,Amani National Congress,ANC,
1339,Mabonga,Moses Wekesa Mwambu,39,Bungoma,219,Bumula,IND,Independent,IND,
1340,Milimoh,Constus Muchadi,39,Bungoma,219,Bumula,IND,Independent,IND,
1341,Otsiula,Bonface Okhiya,39,Bungoma,219,Bumula,27,Jubilee Party,JP,
1342,Wamboka,Nelson Jack Wanami,39,Bungoma,219,Bumula,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1343,Wandabusi,Patrick,39,Bungoma,219,Bumula,21,Orange Democratic Movement,ODM,
1344,Wanjala,Edward Sobato,39,Bungoma,219,Bumula,IND,Independent,IND,
1345,Mzee,Fredrick Wafula Wabanda,39,Bungoma,220,Kanduyi,62,Amani National Congress,ANC,
1346,Makali,John Okwisia,39,Bungoma,220,Kanduyi,21,Orange Democratic Movement,ODM,
1347,Mukoche,Chrispinus Waswa Wamalwa,39,Bungoma,220,Kanduyi,27,Jubilee Party,JP,
1348,Wamunyinyi,Athanas  Misiko Wafula,39,Bungoma,220,Kanduyi,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1349,Chelongo,Job Wafula,39,Bungoma,221,Webuye East,IND,Independent,IND,
1350,Iyaya,Chebayi Charles Wanjala,39,Bungoma,221,Webuye East,27,Jubilee Party,JP,
1351,Khakina,Peter Nyongesa,39,Bungoma,221,Webuye East,21,Orange Democratic Movement,ODM,
1352,Lusamoywa,Butiya Alips,39,Bungoma,221,Webuye East,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1353,Omali,Daniel Simiyu Nandwasi,39,Bungoma,221,Webuye East,3,The Labour Party of Kenya,LPK,
1354,Sambu,Bernard Alfred Wekesa,39,Bungoma,221,Webuye East,62,Amani National Congress,ANC,
1355,Se`kapchangah,Kingsley Mutali,39,Bungoma,221,Webuye East,64,United Democratic Party,UDP,
1356,Jonathan,Kane Barasa,39,Bungoma,222,Webuye West,IND,Independent,IND,
1357,Kelly,Barasa   Walubengo,39,Bungoma,222,Webuye West,IND,Independent,IND,
1358,Muniafu,George Khaoya Wekesa,39,Bungoma,222,Webuye West,38,Peoples Empowerment Party,PEP,
1359,Musebe,Vitalis Juma,39,Bungoma,222,Webuye West,IND,Independent,IND,
1360,Musungu,Martin,39,Bungoma,222,Webuye West,3,The Labour Party of Kenya,LPK,
1361,Simiyu,Roselinder,39,Bungoma,222,Webuye West,2,The National Vision Party,NVP,
1362,Sitati,Daniel Wanyama,39,Bungoma,222,Webuye West,27,Jubilee Party,JP,
1363,Sitati,Peter Juma,39,Bungoma,222,Webuye West,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1364,Wabomba,John Musundi,39,Bungoma,222,Webuye West,21,Orange Democratic Movement,ODM,
1365,Wamoto,Philip K Simiyu,39,Bungoma,222,Webuye West,62,Amani National Congress,ANC,
1366,Wanjala,John Wafula,39,Bungoma,222,Webuye West,64,United Democratic Party,UDP,
1367,Wanjala,Kennedy  Mkombozi Wafula,39,Bungoma,222,Webuye West,67,Maendeleo Chap Chap Party,MCCP,
1368,Wanyonyi,Charles Philip Wafula,39,Bungoma,222,Webuye West,IND,Independent,IND,
1369,Wasike,Oliver Wakoli,39,Bungoma,222,Webuye West,12,Wiper Democratic Movement - Kenya,WDM-K,
1370,Wekesa,Maurice Mukinginyi,39,Bungoma,222,Webuye West,33,Kenya African National Union,KANU,
1371,Kasuti,Suleiman Murunga,39,Bungoma,223,Kimilili,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1372,Kikechi,Chris Benard,39,Bungoma,223,Kimilili,64,United Democratic Party,UDP,
1373,Makokha,Emmanuel Wasike,39,Bungoma,223,Kimilili,1,National Rainbow Coalition - Kenya,"NARC-
KENYA",
1374,Masinde,Edwin Wanyonyi,39,Bungoma,223,Kimilili,62,Amani National Congress,ANC,
1375,Mutua,Didmus Wekesa Barasa,39,Bungoma,223,Kimilili,27,Jubilee Party,JP,
1376,Mwanda,Martin Mwambu,39,Bungoma,223,Kimilili,38,Peoples Empowerment Party,PEP,
1377,Nalianya,Gregory Wafula,39,Bungoma,223,Kimilili,33,Kenya African National Union,KANU,
1378,Peter,Makokha Wanyama,39,Bungoma,223,Kimilili,21,Orange Democratic Movement,ODM,
1379,Sibilibili,Richard  Kennedy Masinde,39,Bungoma,223,Kimilili,49,Federal Party of Kenya,FPK,
1380,Simiyu,Nicholas Thomas Tosana,39,Bungoma,223,Kimilili,IND,Independent,IND,
1381,Wamalwa,David Salituma,39,Bungoma,223,Kimilili,2,The National Vision Party,NVP,
1382,Wasige,Everett Simiyu,39,Bungoma,223,Kimilili,IND,Independent,IND,
1383,Wenyaa,John Wanyonyi,39,Bungoma,223,Kimilili,IND,Independent,IND,
1384,Chikati,John Murumba,39,Bungoma,224,Tongaren,27,Jubilee Party,JP,
1385,Nakitare,Benard Simiyu,39,Bungoma,224,Tongaren,IND,Independent,IND,
1386,Okasida,Amos Ongoro,39,Bungoma,224,Tongaren,IND,Independent,IND,
1387,Sean,Lawrence Bifwoli,39,Bungoma,224,Tongaren,21,Orange Democratic Movement,ODM,
1388,Simiyu,David Eseli,39,Bungoma,224,Tongaren,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1389,Wakhabu,Elkana Nyongesa,39,Bungoma,224,Tongaren,49,Federal Party of Kenya,FPK,
1390,Wanyama,Nixon Sifuna,39,Bungoma,224,Tongaren,62,Amani National Congress,ANC,
1391,Amoo,Moses Oude,40,Busia,225,Teso North,3,The Labour Party of Kenya,LPK,
1392,Epus,Joash Gregory Odeke,40,Busia,225,Teso North,IND,Independent,IND,
1393,Etyang,Geoffrey Oprongo,40,Busia,225,Teso North,28,Maendeleo Democratic Party,MDP,
1394,Kaunya,Edward Oku,40,Busia,225,Teso North,62,Amani National Congress,ANC,
1395,Mamai,Lawi Obetele,40,Busia,225,Teso North,21,Orange Democratic Movement,ODM,
1396,Mogoria,Daniel Eliud Nyongesa,40,Busia,225,Teso North,8,Restore and Build Kenya,RBK,
1397,Odera,Arthur Papa,40,Busia,225,Teso North,27,Jubilee Party,JP,
1398,Papa,Fredrick Okademi,40,Busia,225,Teso North,12,Wiper Democratic Movement - Kenya,WDM-K,
1399,Emurugata,Alfred,40,Busia,226,Teso South,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1400,Musumba,Denzil Edung'lot,40,Busia,226,Teso South,62,Amani National Congress,ANC,
1401,Omuse,Geoffrey,40,Busia,226,Teso South,21,Orange Democratic Movement,ODM,
1402,Otucho,Mary Emaase,40,Busia,226,Teso South,27,Jubilee Party,JP,
1403,Aleri,Calistus Crinis,40,Busia,227,Nambale,1,National Rainbow Coalition - Kenya,"NARC-
KENYA",
