No,Surname,Other Names,County Code,County Name,Constituency Code,Constituency Name,Party Code,Political Party Name,Abbrv,Notes
559,Kiamba,Suzanne Ndunge,17,Makueni,86,Makueni,50,Muungano Party,MUUNGANO,
560,Kiilu,Peter L N,17,Makueni,86,Makueni,27,Jubilee Party,JP,
561,Maanzo,Daniel Kitonga,17,Makueni,86,Makueni,12,Wiper Democratic Movement - Kenya,WDM-K,
562,Munyasya,Tom Luusa,17,Makueni,86,Makueni,21,Orange Democratic Movement,ODM,
563,Mutua,Josephat Musoma,17,Makueni,86,Makueni,IND,Independent,IND,
564,Nzavi,Harrismus Kithome,17,Makueni,86,Makueni,IND,Independent,IND,
565,Nzuve,Anthony Nganda,17,Makueni,86,Makueni,IND,Independent,IND,
566,Mbaluka,James Kimanthi,17,Makueni,87,Kibwezi West,12,Wiper Democratic Movement - Kenya,WDM-K,
567,Musimba,Patrick Mweu,17,Makueni,87,Kibwezi West,IND,Independent,IND,
568,Mutua,Seth Kakusye,17,Makueni,87,Kibwezi West,21,Orange Democratic Movement,ODM,
569,Mwandiku,Caroline Mwelu,17,Makueni,87,Kibwezi West,27,Jubilee Party,JP,
570,Kaloki,Philip Kyalo Kituti,17,Makueni,88,Kibwezi East,27,Jubilee Party,JP,
571,Mbalu,Jessica Nduku Kiko,17,Makueni,88,Kibwezi East,12,Wiper Democratic Movement - Kenya,WDM-K,
572,Muia,Katumo,17,Makueni,88,Kibwezi East,IND,Independent,IND,
573,Mukai,John Kimeu,17,Makueni,88,Kibwezi East,33,Kenya African National Union,KANU,
574,Mwilu,Nicholas Kitonga,17,Makueni,88,Kibwezi East,50,Muungano Party,MUUNGANO,
575,Mbugua,James Githinji,18,Nyandarua,89,Kinangop,IND,Independent,IND,
576,Mugo,Amos Chege,18,Nyandarua,89,Kinangop,IND,Independent,IND,
577,Thuku,Zachary Kwenya,18,Nyandarua,89,Kinangop,27,Jubilee Party,JP,
578,Wambugu,Simon Njuguna,18,Nyandarua,89,Kinangop,IND,Independent,IND,
579,Kajesee,Joseph Kamochu Kamwana Chege,18,Nyandarua,90,Kipipiri,IND,Independent,IND,
580,Kamau,John Njenga,18,Nyandarua,90,Kipipiri,IND,Independent,IND,
581,Kimunyah,Amos Muhinga,18,Nyandarua,90,Kipipiri,27,Jubilee Party,JP,
582,Njoroge,Raphael Njui,18,Nyandarua,90,Kipipiri,IND,Independent,IND,
583,Kanuri,George Wambugu,18,Nyandarua,91,Ol Kalou,IND,Independent,IND,
584,Kiaraho,David Njuguna,18,Nyandarua,91,Ol Kalou,27,Jubilee Party,JP,
585,Gatehi,John Njenga,18,Nyandarua,92,Ol Jorok,67,Maendeleo Chap Chap Party,MCCP,
586,Muchira,Michael Mwangi,18,Nyandarua,92,Ol Jorok,27,Jubilee Party,JP,
587,Waiganjo,John Muriithi,18,Nyandarua,92,Ol Jorok,IND,Independent,IND,
588,Wanjiku,William Njuguna,18,Nyandarua,92,Ol Jorok,14,Party of National Unity,PNU,
589,Gachagua,George N,18,Nyandarua,93,Ndaragwa,IND,Independent,IND,
590,Kioni,Jeremiah Ng'ayu,18,Nyandarua,93,Ndaragwa,27,Jubilee Party,JP,
591,Nderitu,Francis Waweru,18,Nyandarua,93,Ndaragwa,IND,Independent,IND,
592,Thairu,Cyrus Mwaniki,18,Nyandarua,93,Ndaragwa,67,Maendeleo Chap Chap Party,MCCP,
593,Wachira,Charles Ndung'u,18,Nyandarua,93,Ndaragwa,IND,Independent,IND,
594,Gethenji,James Ndungu,19,Nyeri,94,Tetu,IND,Independent,IND,
595,Gitonga,Alex Gathii,19,Nyeri,94,Tetu,IND,Independent,IND,
596,Kamwaro,Anthony Kariuki,19,Nyeri,94,Tetu,67,Maendeleo Chap Chap Party,MCCP,
597,Kanyi,Anne Nyambura,19,Nyeri,94,Tetu,IND,Independent,IND,
598,Kanyira,Moses Mwangi,19,Nyeri,94,Tetu,47,Farmers Party,FP,
599,Kihoro,Gerald Ndirangu,19,Nyeri,94,Tetu,1,National Rainbow Coalition - Kenya,"NARC-
KENYA",
600,Kiragu,John Warutere,19,Nyeri,94,Tetu,IND,Independent,IND,
601,Maina,Edward Waithaka,19,Nyeri,94,Tetu,40,New Democrats,ND,
602,Muthumbi,Johnson Mukunya,19,Nyeri,94,Tetu,14,Party of National Unity,PNU,
603,Mwangi,James Gichuhi,19,Nyeri,94,Tetu,27,Jubilee Party,JP,
604,Mwaniki,David Thuku,19,Nyeri,94,Tetu,IND,Independent,IND,
605,Ngunyangi,Timothy Gachanja,19,Nyeri,94,Tetu,13,Democratic Party of Kenya,DP,
606,Runo,Peter Kimani,19,Nyeri,94,Tetu,IND,Independent,IND,
607,Wachira,Lutherking Githigaro,19,Nyeri,94,Tetu,IND,Independent,IND,
608,Waichere,Paul Kamau,19,Nyeri,94,Tetu,IND,Independent,IND,
609,Waweru,David Kariuki,19,Nyeri,94,Tetu,10,Mazingira Greens Party of Kenya,MGPK,
610,Kega,Mathenge James Kanini,19,Nyeri,95,Kieni,27,Jubilee Party,JP,
611,Maina,Muchiri Kiuma,19,Nyeri,95,Kieni,22,Peoples Party of Kenya,PPK,
612,Muchire,Kiriungi Stephen,19,Nyeri,95,Kieni,IND,Independent,IND,
613,Mukundi,Samuel Nderi,19,Nyeri,95,Kieni,13,Democratic Party of Kenya,DP,
614,Muriuki,Peter Maina,19,Nyeri,95,Kieni,IND,Independent,IND,
615,Nguring'a,Ishmael  Muriithi,19,Nyeri,95,Kieni,33,Kenya African National Union,KANU,
616,Njoroge,Joseph Wainaina,19,Nyeri,95,Kieni,IND,Independent,IND,
617,Wanjohi,Kinyua  Francis,19,Nyeri,95,Kieni,67,Maendeleo Chap Chap Party,MCCP,
618,Warugongo,Nemesyus,19,Nyeri,95,Kieni,IND,Independent,IND,
619,Gachagua,Rigathi,19,Nyeri,96,Mathira,27,Jubilee Party,JP,
620,Kinyua,Peter Weru,19,Nyeri,96,Mathira,IND,Independent,IND,
621,Kiruta,Christopher Maina,19,Nyeri,96,Mathira,21,Orange Democratic Movement,ODM,
622,Maranga,Phyllis Christabel Wambura,19,Nyeri,96,Mathira,IND,Independent,IND,
623,Murage,Nancy Wanjiku,19,Nyeri,96,Mathira,13,Democratic Party of Kenya,DP,
624,Thinwa,George Warutere,19,Nyeri,96,Mathira,1,National Rainbow Coalition - Kenya,"NARC-
KENYA",
625,Thuku,Phenasio Wang'ombe,19,Nyeri,96,Mathira,IND,Independent,IND,
626,Wanjohi,Naphtaly Muriuki,19,Nyeri,96,Mathira,IND,Independent,IND,
627,Gaku,Joseph Minjire,19,Nyeri,97,Othaya,17,Agano Party,AGANO,
628,Ireri,Zachary Waweru,19,Nyeri,97,Othaya,67,Maendeleo Chap Chap Party,MCCP,
629,King'ara,Peter Gichuki,19,Nyeri,97,Othaya,13,Democratic Party of Kenya,DP,
630,Mugambi,James Gichuki,19,Nyeri,97,Othaya,27,Jubilee Party,JP,
631,Mwangi,Emilio Kibui,19,Nyeri,97,Othaya,1,National Rainbow Coalition - Kenya,"NARC-
KENYA",
632,Wainaina,Michael Wambugu,19,Nyeri,97,Othaya,IND,Independent,IND,
633,Waititu,David Kimengere,19,Nyeri,97,Othaya,IND,Independent,IND,
634,Wanyanga,Cecilia Wambui,19,Nyeri,97,Othaya,IND,Independent,IND,
635,Kabando,Kabando Wa,19,Nyeri,98,Mukurweini,IND,Independent,IND,
636,Kamau,Julius Wambugu,19,Nyeri,98,Mukurweini,67,Maendeleo Chap Chap Party,MCCP,
637,Kamuruci,Benjamin Kaburi,19,Nyeri,98,Mukurweini,14,Party of National Unity,PNU,
638,Kiai,Anthony Githiaka,19,Nyeri,98,Mukurweini,27,Jubilee Party,JP,
639,Kimunyi,Paul Mimano,19,Nyeri,98,Mukurweini,IND,Independent,IND,
640,Ngari,Robert Njoroge,19,Nyeri,98,Mukurweini,13,Democratic Party of Kenya,DP,
641,Peter,Ndagitari Karimi Ndirangu,19,Nyeri,98,Mukurweini,1,National Rainbow Coalition - Kenya,"NARC-
KENYA",
642,Waroe,David Mwangi Kinaniri,19,Nyeri,98,Mukurweini,IND,Independent,IND,
643,Gachema,Gideon Gichuki,19,Nyeri,99,Nyeri Town,2,The National Vision Party,NVP,
644,Githinji,Brian Mutembei,19,Nyeri,99,Nyeri Town,1,National Rainbow Coalition - Kenya,"NARC-
KENYA",
645,Kihoro,Wanyiri,19,Nyeri,99,Nyeri Town,IND,Independent,IND,
646,Mathenge,Duncan Maina,19,Nyeri,99,Nyeri Town,IND,Independent,IND,
647,Mutitu,Patrick Karigu,19,Nyeri,99,Nyeri Town,13,Democratic Party of Kenya,DP,
648,Ngatia,Patrick Kiboi,19,Nyeri,99,Nyeri Town,IND,Independent,IND,
649,Njama,Timothy Kiragu,19,Nyeri,99,Nyeri Town,IND,Independent,IND,
650,Njeri,Joseph Maina,19,Nyeri,99,Nyeri Town,17,Agano Party,AGANO,
651,Wambugu,Martin Deric Ngunjiri,19,Nyeri,99,Nyeri Town,27,Jubilee Party,JP,
652,Wanyoike,Josphine Kagure,19,Nyeri,99,Nyeri Town,33,Kenya African National Union,KANU,
653,Gitau,Peter Njuguna,20,Kirinyaga,100,Mwea,IND,Independent,IND,
654,Maina,Joseph Mureithi,20,Kirinyaga,100,Mwea,67,Maendeleo Chap Chap Party,MCCP,
655,Muchoki,Francis Njenga,20,Kirinyaga,100,Mwea,1,National Rainbow Coalition - Kenya,"NARC-
KENYA",
656,Nyambura,Lydia Mukami,20,Kirinyaga,100,Mwea,IND,Independent,IND,
657,Wachira,Josphat Kabinga,20,Kirinyaga,100,Mwea,27,Jubilee Party,JP,
658,Githinji,Robert Gichimu,20,Kirinyaga,101,Gichugu,27,Jubilee Party,JP,
659,Ngure,Dominic Ndwiga,20,Kirinyaga,101,Gichugu,14,Party of National Unity,PNU,
660,Njogu,Andrew Bundi,20,Kirinyaga,101,Gichugu,IND,Independent,IND,
661,Gk,George Macharia  Kariuki,20,Kirinyaga,102,Ndia,27,Jubilee Party,JP,
662,Migwi,Migwi Philip,20,Kirinyaga,102,Ndia,IND,Independent,IND,
663,Murimi,Julius Muteti,20,Kirinyaga,102,Ndia,1,National Rainbow Coalition - Kenya,"NARC-
KENYA",
664,Mutugi,John Irungu Goko,20,Kirinyaga,102,Ndia,67,Maendeleo Chap Chap Party,MCCP,
665,Wanjau,Christopher Kinyua,20,Kirinyaga,102,Ndia,IND,Independent,IND,
666,Wasusana,John Mithamo,20,Kirinyaga,102,Ndia,IND,Independent,IND,
667,Kibara,Joseph Muriu,20,Kirinyaga,103,Kirinyaga Central,67,Maendeleo Chap Chap Party,MCCP,
668,Muriuki,Lawrence Kamanda,20,Kirinyaga,103,Kirinyaga Central,IND,Independent,IND,
669,Mwai,John Kabui J,20,Kirinyaga,103,Kirinyaga Central,IND,Independent,IND,
670,Ngunjiri,Dickson Murigu,20,Kirinyaga,103,Kirinyaga Central,5,Chama Mwangaza Daima,CMD,
671,Wambugu,John Munene,20,Kirinyaga,103,Kirinyaga Central,27,Jubilee Party,JP,
672,Wanjohi,Francis Macharia,20,Kirinyaga,103,Kirinyaga Central,1,National Rainbow Coalition - Kenya,"NARC-
KENYA",
673,Gachucha,Kephar Kuria,21,Murang'A,104,Kangema,IND,Independent,IND,
674,Kigano,Clement Muturi,21,Murang'A,104,Kangema,27,Jubilee Party,JP,
675,Mucheru,John Njoroge,21,Murang'A,104,Kangema,1,National Rainbow Coalition - Kenya,"NARC-
KENYA",
676,Mwangi,Samuel Githaiga,21,Murang'A,104,Kangema,67,Maendeleo Chap Chap Party,MCCP,
677,Waithaka,Edwared Wairagu,21,Murang'A,104,Kangema,IND,Independent,IND,
678,Gichuki,Edwin Mugo,21,Murang'A,105,Mathioya,IND,Independent,IND,
679,Kihara,Peter Kimari,21,Murang'A,105,Mathioya,27,Jubilee Party,JP,
680,Maina,Samuel Mwaniki,21,Murang'A,105,Mathioya,IND,Independent,IND,
681,Njuguna,Benson Philip Gatu,21,Murang'A,105,Mathioya,67,Maendeleo Chap Chap Party,MCCP,
682,Mburu,Karanja,21,Murang'A,106,Kiharu,IND,Independent,IND,
683,Muturi,Kiama,21,Murang'A,106,Kiharu,IND,Independent,IND,
684,Nyoro,Samson Ndindi,21,Murang'A,106,Kiharu,27,Jubilee Party,JP,
685,Kamau,Paul Mwangi,21,Murang'A,107,Kigumo,IND,Independent,IND,
686,Kamau,Sammy Mweha,21,Murang'A,107,Kigumo,10,Mazingira Greens Party of Kenya,MGPK,
687,Karanja,Jacob Wanyoike,21,Murang'A,107,Kigumo,IND,Independent,IND,
688,Karuru,Michael Kamotho,21,Murang'A,107,Kigumo,IND,Independent,IND,
689,Memia,Lawrence Mburu,21,Murang'A,107,Kigumo,IND,Independent,IND,
690,Munyoro,Joseph Kamau,21,Murang'A,107,Kigumo,IND,Independent,IND,
691,Mwaniki,Ruth W,21,Murang'A,107,Kigumo,27,Jubilee Party,JP,
692,Waweru,Bernard Chege,21,Murang'A,107,Kigumo,IND,Independent,IND,
693,Elias,Peter Mbau,21,Murang'A,108,Maragwa,IND,Independent,IND,
694,Mbatha,Amos Mwanzia,21,Murang'A,108,Maragwa,IND,Independent,IND,
695,Ngoru,William Kamau,21,Murang'A,108,Maragwa,14,Party of National Unity,PNU,
696,Njoroge,Mary Wamaua Waithira,21,Murang'A,108,Maragwa,27,Jubilee Party,JP,
697,Wairimu,Samuel Ndungu,21,Murang'A,108,Maragwa,IND,Independent,IND,
698,Wakabuko,Anthony Chege,21,Murang'A,108,Maragwa,IND,Independent,IND,
699,Githaiga,James Njuguna,21,Murang'A,109,Kandara,IND,Independent,IND,
700,Injinia,Stephen Mburu Mwaura,21,Murang'A,109,Kandara,IND,Independent,IND,
701,Mugo,Catherine Wairimu,21,Murang'A,109,Kandara,IND,Independent,IND,
702,Nganga,Samuel Kamau,21,Murang'A,109,Kandara,33,Kenya African National Union,KANU,
703,Wa Ruth,Philip Njuguna,21,Murang'A,109,Kandara,IND,Independent,IND,
704,Wahome,Alice Muthoni,21,Murang'A,109,Kandara,27,Jubilee Party,JP,
705,Muigai,Patrick Nganga,21,Murang'A,110,Gatanga,IND,Independent,IND,
706,Muruga,Patrick Otieno,21,Murang'A,110,Gatanga,IND,Independent,IND,
707,Ngugi,Joseph Nduati,21,Murang'A,110,Gatanga,27,Jubilee Party,JP,
708,Njuguna,Humphrey Kimani,21,Murang'A,110,Gatanga,IND,Independent,IND,
709,Kibathi,Peter Kungu,22,Kiambu,111,Gatundu South,IND,Independent,IND,
710,Kinyua,Joseph Kungu,22,Kiambu,111,Gatundu South,14,Party of National Unity,PNU,
711,Komu,Simon Kimani,22,Kiambu,111,Gatundu South,IND,Independent,IND,
712,Kuria,Moses Kiarie,22,Kiambu,111,Gatundu South,27,Jubilee Party,JP,
713,Mburu,Julius Njenga,22,Kiambu,111,Gatundu South,67,Maendeleo Chap Chap Party,MCCP,
714,Muiruri,Julius Chege,22,Kiambu,111,Gatundu South,IND,Independent,IND,
715,Mwangi,Paul Kamau,22,Kiambu,111,Gatundu South,28,Maendeleo Democratic Party,MDP,
716,Njoroge,Joseph Gitacu,22,Kiambu,111,Gatundu South,IND,Independent,IND,
717,Gicheru,Dominic Kanyi,22,Kiambu,112,Gatundu North,IND,Independent,IND,
718,Karigi,Patrick Mungai,22,Kiambu,112,Gatundu North,67,Maendeleo Chap Chap Party,MCCP,
719,Keziah,John Njenga,22,Kiambu,112,Gatundu North,IND,Independent,IND,
720,Kibeh,Annie Wanjiku,22,Kiambu,112,Gatundu North,27,Jubilee Party,JP,
721,Kihiu,Joseph Githuka,22,Kiambu,112,Gatundu North,13,Democratic Party of Kenya,DP,
722,Njenga,Francis     Kigo,22,Kiambu,112,Gatundu North,IND,Independent,IND,
723,Waibara,Clement Kung'u,22,Kiambu,112,Gatundu North,IND,Independent,IND,
724,Chege,Dorcas Wanjiru,22,Kiambu,113,Juja,1,National Rainbow Coalition - Kenya,"NARC-
KENYA",
725,Kuria,David Mwangi,22,Kiambu,113,Juja,17,Agano Party,AGANO,
726,Mwangi,Kariuki Chege,22,Kiambu,113,Juja,IND,Independent,IND,
727,Mwaura,Lucas Chege,22,Kiambu,113,Juja,14,Party of National Unity,PNU,
728,Ndung'u,Antony Kirori,22,Kiambu,113,Juja,67,Maendeleo Chap Chap Party,MCCP,
729,Ndung'u,George Koimburi,22,Kiambu,113,Juja,47,Farmers Party,FP,
730,Waititu,Francis Munyua,22,Kiambu,113,Juja,27,Jubilee Party,JP,
731,Gathecha,George Muritu,22,Kiambu,114,Thika Town,67,Maendeleo Chap Chap Party,MCCP,
732,Jungle,Patrick Kimani Wainaina,22,Kiambu,114,Thika Town,IND,Independent,IND,
733,Ng'ang'a,Alice Wambui,22,Kiambu,114,Thika Town,27,Jubilee Party,JP,
734,Kihoti,Rose Karimi,22,Kiambu,115,Ruiru,IND,Independent,IND,
735,Kingara,Simon Nganga,22,Kiambu,115,Ruiru,27,Jubilee Party,JP,
736,Otieno,Eric Donald O Ragalo,22,Kiambu,115,Ruiru,21,Orange Democratic Movement,ODM,
737,Thuo,Edwin Mungai,22,Kiambu,115,Ruiru,IND,Independent,IND,
738,Gachuki,John Ngata,22,Kiambu,116,Githunguri,IND,Independent,IND,
739,Kinuthia,Stephen Ndichu,22,Kiambu,116,Githunguri,IND,Independent,IND,
740,Machua,Francis Mburu,22,Kiambu,116,Githunguri,1,National Rainbow Coalition - Kenya,"NARC-
KENYA",
741,Miller,Christine,22,Kiambu,116,Githunguri,IND,Independent,IND,
742,Muiruri,James Githae Mburu,22,Kiambu,116,Githunguri,14,Party of National Unity,PNU,
743,Mukuha,Gabriel Kago,22,Kiambu,116,Githunguri,27,Jubilee Party,JP,
744,Ngaruiya,Mumbi Mungai,22,Kiambu,116,Githunguri,34,Safina,SAFINA,
745,Thuku,Harrison Kariira,22,Kiambu,116,Githunguri,21,Orange Democratic Movement,ODM,
746,Njomo,Jude L Kangethe,22,Kiambu,117,Kiambu,27,Jubilee Party,JP,
747,Waiguru,George Mungai,22,Kiambu,117,Kiambu,44,Party of Democratic Unity,PDU,
748,Gichia,Evans S Wainaina,22,Kiambu,118,Kiambaa,75,Empowerment and Liberation Party,ELP,
749,Kabah,Joseph Kihanya,22,Kiambu,118,Kiambaa,IND,Independent,IND,
750,Koinange,Paul,22,Kiambu,118,Kiambaa,27,Jubilee Party,JP,
751,Mbugua,James Njuru,22,Kiambu,118,Kiambaa,34,Safina,SAFINA,
752,Munge,John Kahugu,22,Kiambu,118,Kiambaa,33,Kenya African National Union,KANU,
753,Njama Wainaina,Karanja Kariri,22,Kiambu,118,Kiambaa,IND,Independent,IND,
754,Kangangi,Milton Mulonzia,22,Kiambu,119,Kabete,IND,Independent,IND,
755,Ndirangu,Isaiah Gichu,22,Kiambu,119,Kabete,44,Party of Democratic Unity,PDU,
756,Njeri,Peter Mbugua,22,Kiambu,119,Kabete,21,Orange Democratic Movement,ODM,
757,Njuguna,Thiru Karanja,22,Kiambu,119,Kabete,IND,Independent,IND,
758,Nyawira,Kennedy Tetu,22,Kiambu,119,Kabete,IND,Independent,IND,
759,Wamacukuru,James Githua Kamau,22,Kiambu,119,Kabete,27,Jubilee Party,JP,
760,Ichung`wah,Anthony Kimani,22,Kiambu,120,Kikuyu,27,Jubilee Party,JP,
761,Chege,John Kiragu,22,Kiambu,121,Limuru,IND,Independent,IND,
762,Kamau,Charles Mwaniki,22,Kiambu,121,Limuru,IND,Independent,IND,
763,Maara,George  Jonathan,22,Kiambu,121,Limuru,IND,Independent,IND,
764,Mwathi,Peter Mungai,22,Kiambu,121,Limuru,27,Jubilee Party,JP,
765,Burugu,John Njuguna,22,Kiambu,122,Lari,IND,Independent,IND,
766,David,Patrick Wainaina,22,Kiambu,122,Lari,21,Orange Democratic Movement,ODM,
767,Kahangara,Joseph Mburu,22,Kiambu,122,Lari,IND,Independent,IND,
768,Mwangi,Jonah Mburu,22,Kiambu,122,Lari,27,Jubilee Party,JP,
769,Mwaura,David Njuguna,22,Kiambu,122,Lari,IND,Independent,IND,
770,Mwenja,Dominic Mbugua,22,Kiambu,122,Lari,13,Democratic Party of Kenya,DP,
771,Njeng'wa,Joseph Mungai,22,Kiambu,122,Lari,14,Party of National Unity,PNU,
772,Nyambura,Samuel Njagu,22,Kiambu,122,Lari,IND,Independent,IND,
773,Imuton,Joseph Ekalale,23,Turkana,123,Turkana North,21,Orange Democratic Movement,ODM,
774,Nabuin,Paul Ekwom,23,Turkana,123,Turkana North,12,Wiper Democratic Movement - Kenya,WDM-K,
775,Nakuleu,Christopher Doye,23,Turkana,123,Turkana North,27,Jubilee Party,JP,
776,Ekomwa,Sylvester Kuya,23,Turkana,124,Turkana West,IND,Independent,IND,
777,Ewoi,Aloto,23,Turkana,124,Turkana West,62,Amani National Congress,ANC,
778,Lokaimoe,Patrick Losike,23,Turkana,124,Turkana West,21,Orange Democratic Movement,ODM,
779,Nanok,Daniel Epuyo,23,Turkana,124,Turkana West,27,Jubilee Party,JP,
780,Ekai,Simon Ewoi,23,Turkana,125,Turkana Central,27,Jubilee Party,JP,
781,Kaissa,John Iyenai Lokol,23,Turkana,125,Turkana Central,67,Maendeleo Chap Chap Party,MCCP,
782,Nakara,John Lodepe,23,Turkana,125,Turkana Central,21,Orange Democratic Movement,ODM,
783,Akujah,Protus Ewesit,23,Turkana,126,Loima,27,Jubilee Party,JP,
784,Lomorukai,Jeremiah Ekamais,23,Turkana,126,Loima,21,Orange Democratic Movement,ODM,
785,Aule,John Lokaale,23,Turkana,127,Turkana South,12,Wiper Democratic Movement - Kenya,WDM-K,
786,Elim,Joseph Jumapili,23,Turkana,127,Turkana South,IND,Independent,IND,
787,James,Ekomwa Lomenen,23,Turkana,127,Turkana South,27,Jubilee Party,JP,
788,Kidalio,James Ekiru,23,Turkana,127,Turkana South,62,Amani National Congress,ANC,
789,Lynus,Ebenyo Ekuwam,23,Turkana,127,Turkana South,21,Orange Democratic Movement,ODM,
790,Atuko,Robert Kamaro Lochuch,23,Turkana,128,Turkana East,12,Wiper Democratic Movement - Kenya,WDM-K,
791,Ewoton,Toney Nasia,23,Turkana,128,Turkana East,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
792,Mohammed,Lokiru Ali,23,Turkana,128,Turkana East,21,Orange Democratic Movement,ODM,
793,Nixon,Ngikor Nicholas,23,Turkana,128,Turkana East,27,Jubilee Party,JP,
794,Chedotum,Charles Maywa,24,West Pokot,129,Kapenguria,IND,Independent,IND,
795,Chepelion,Luka Kapoghiotwo,24,West Pokot,129,Kapenguria,33,Kenya African National Union,KANU,
796,Chumel,Samwel Moroto,24,West Pokot,129,Kapenguria,27,Jubilee Party,JP,
797,Kendagor,Obadiah Cheruiyot,24,West Pokot,129,Kapenguria,67,Maendeleo Chap Chap Party,MCCP,
798,Maiben,Joseph Murupus,24,West Pokot,129,Kapenguria,62,Amani National Congress,ANC,
799,Richard,Todosia  Ruto,24,West Pokot,129,Kapenguria,21,Orange Democratic Movement,ODM,
800,Siwatum,Haron Rutto,24,West Pokot,129,Kapenguria,2,The National Vision Party,NVP,
801,Kaliakamur,Emmanuel Lokicha,24,West Pokot,130,Sigor,21,Orange Democratic Movement,ODM,
802,Lochakapong,Peter,24,West Pokot,130,Sigor,27,Jubilee Party,JP,
803,Nalelia,Stephen Pkiror,24,West Pokot,130,Sigor,33,Kenya African National Union,KANU,
804,Rotino,Philip Lotiolo Ruto,24,West Pokot,130,Sigor,54,Chama Cha Mashinani,CCM,
805,John,Lodinyo Lokitare,24,West Pokot,131,Kacheliba,27,Jubilee Party,JP,
806,Lomunokol,Mark,24,West Pokot,131,Kacheliba,15,Party for Development and Reform,PDR,
807,Longolomoi,Ibrahim Pkiyach,24,West Pokot,131,Kacheliba,33,Kenya African National Union,KANU,
808,Peter,Lokoilereng Alany,24,West Pokot,131,Kacheliba,67,Maendeleo Chap Chap Party,MCCP,
809,Kalekem,Simon Lokanya,24,West Pokot,132,Pokot South,54,Chama Cha Mashinani,CCM,
810,Kolimuk,Stephen,24,West Pokot,132,Pokot South,33,Kenya African National Union,KANU,
811,Pkosing,David Losiakou,24,West Pokot,132,Pokot South,27,Jubilee Party,JP,
812,Lelelit,Jonathan Lati,25,Samburu,133,Samburu West,27,Jubilee Party,JP,
813,Lenanguram,Joseph Partesi,25,Samburu,133,Samburu West,21,Orange Democratic Movement,ODM,
814,Lengala,David William,25,Samburu,133,Samburu West,76,Thirdway Alliance Kenya,TAK,
815,Leparachau,Joshua Sambiyeni,25,Samburu,133,Samburu West,13,Democratic Party of Kenya,DP,
816,Lesuuda,Josephine Naisula,25,Samburu,133,Samburu West,33,Kenya African National Union,KANU,
817,John,Ekunyuk,25,Samburu,134,Samburu North,62,Amani National Congress,ANC,
818,Lengees,Peter Steve,25,Samburu,134,Samburu North,33,Kenya African National Union,KANU,
819,Lentoimaga,Alois Musa,25,Samburu,134,Samburu North,27,Jubilee Party,JP,
820,Lepatoyie,Stefano Davoli,25,Samburu,134,Samburu North,46,Frontier Alliance Party,FAP,
821,Jonathan,Lalampaa Tom,25,Samburu,135,Samburu East,1,National Rainbow Coalition - Kenya,"NARC-
KENYA",
822,Learka,Benjamin Lemosi,25,Samburu,135,Samburu East,44,Party of Democratic Unity,PDU,
823,Lekumontare,Lentoi Joni L Jackson,25,Samburu,135,Samburu East,33,Kenya African National Union,KANU,
824,Lemerketo,Robert,25,Samburu,135,Samburu East,IND,Independent,IND,
825,Lesanjir,Mavan,25,Samburu,135,Samburu East,54,Chama Cha Mashinani,CCM,
826,Leshore,Leo Lenas,25,Samburu,135,Samburu East,21,Orange Democratic Movement,ODM,
827,Letimalo,Raphael Lakalei,25,Samburu,135,Samburu East,27,Jubilee Party,JP,
828,Barasa,Dickson Silomeloh,26,Trans Nzoia,136,Kwanza,8,Restore and Build Kenya,RBK,
829,Chesang,Allan Kiprotich,26,Trans Nzoia,136,Kwanza,IND,Independent,IND,
830,Malenya,Nick Biketi,26,Trans Nzoia,136,Kwanza,62,Amani National Congress,ANC,
831,Masiga,Nicholas Wamalwa,26,Trans Nzoia,136,Kwanza,49,Federal Party of Kenya,FPK,
832,Nyarango,Mathews Maciira,26,Trans Nzoia,136,Kwanza,IND,Independent,IND,
833,Wafullah,Samuel Baraza,26,Trans Nzoia,136,Kwanza,IND,Independent,IND,
834,Wanyonyi,Ferdinard Kevin,26,Trans Nzoia,136,Kwanza,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
835,Werunga,Joshua Mutoto,26,Trans Nzoia,136,Kwanza,27,Jubilee Party,JP,
836,Moiben,Paul Kisoro,26,Trans Nzoia,137,Endebess,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
837,Nakitare,Davis Wafula,26,Trans Nzoia,137,Endebess,2,The National Vision Party,NVP,
838,Pukose,Dr Robert,26,Trans Nzoia,137,Endebess,27,Jubilee Party,JP,
839,Simiyu,Romborah,26,Trans Nzoia,137,Endebess,62,Amani National Congress,ANC,
840,Wekesa,Peter,26,Trans Nzoia,137,Endebess,21,Orange Democratic Movement,ODM,
841,Kuko,Jonas Misto Vincent,26,Trans Nzoia,138,Saboti,27,Jubilee Party,JP,
842,Luyai,Caleb Amisi,26,Trans Nzoia,138,Saboti,21,Orange Democratic Movement,ODM,
843,Makete,John Simiyu,26,Trans Nzoia,138,Saboti,IND,Independent,IND,
844,Makona,Robert Wanjala,26,Trans Nzoia,138,Saboti,IND,Independent,IND,
845,Mutacho,Omari Wafula Asman,26,Trans Nzoia,138,Saboti,IND,Independent,IND,
846,Nangulu,William Sakari,26,Trans Nzoia,138,Saboti,IND,Independent,IND,
